X,Y,OBJECTID,PARK_NAME,DPP_ASSET_ID,PROGRAM_TYPE,SITE_CLASS,BUILDING,GYM,LABEL_NUMBER,COMMENTS,DATA_SOURCE
-75.2203834141427,39.9317181843654,208,Russell DeRitis Playground,198,PPR_REC,C,N,N,,,Programs 11/2022
-75.2459689361012,39.9435759538509,209,Robert Wilson III Park,3454,PPR_REC,C,N,N,,Located in Cobbs Creek Park,Programs 11/2022
-75.246822528451,39.9452372697284,210,61st and Cobbs Creek Park,3481,PPR_REC,D,N,N,,Located in Cobbs Creek Park,Programs 11/2022
-75.2381471220925,39.941000532432,211,Whitby Avenue Playground,1372,PPR_REC,D,N,N,,Located in Cobbs Creek Park,Programs 11/2022
-75.1424009797512,39.9716720312205,212,Thomas Hart Park,578,PPR_REC,D,N,N,,,Programs 11/2022
-75.1549846053374,39.9635854486283,213,10th and Lemon Playground,2914,PPR_REC,C,N,N,,,Programs 11/2022
-75.2077457650646,39.9790504662597,214,Kelly Pool,1278,POOL,S,N,N,,Located in West Fairmount Park,Programs 11/2022
-75.181887320015,39.968736832637,215,26th and Pennsylvania Playground,3458,PPR_REC,D,N,N,,Located in East Fairmount Park,Programs 11/2022
-75.2064463541929,39.9993659297673,216,Ford Road Playground,2899,PPR_REC,C,N,N,,Located in West Fairmount Park,Programs 11/2022
-75.1844942659314,39.9795991272315,217,Howard McCall Sr Playground,797,PPR_REC,C,N,N,,,Programs 11/2022
-75.181715509178,39.9488367380004,218,Schuylkill River Park,2992,PPR_REC,D,N,N,,Markward is located within this park.,Programs 11/2022
-75.1869372277938,39.9950086278213,219,Strawberry Mansion Playground,808,PPR_REC,C,N,N,,,Programs 11/2022
-75.1628625968317,39.9727326586703,220,Stiles Street Play Lot,945,NON_PPR_REC,D,N,N,,,Programs 11/2022
-75.1908126217184,39.9650367191299,221,33rd and Wallace Playground,1801,PPR_REC,C,Y,N,,,Programs 11/2022
-75.1191358485831,39.9950303399113,222,McPherson Square,576,PPR_REC,C,N,N,,,Programs 11/2022
